Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=28714354, rearAxleOnA=28714467, frontAxleOnB=28714356, rearAxleOnB=28714470, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28719465, rearAxleOnA=28719671, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28728453, rearAxleOnA=28728583, frontAxleOnB=28728456, rearAxleOnB=28728586, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28729501, rearAxleOnA=28729630, frontAxleOnB=28729504, rearAxleOnB=28729633, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28734903, rearAxleOnA=28735034, frontAxleOnB=28734906, rearAxleOnB=28735037, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28752324, rearAxleOnA=28752441, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28788536, rearAxleOnA=28788667, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28795352, rearAxleOnA=28795466, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28800411, rearAxleOnA=28800538, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28814888, rearAxleOnA=28815031, frontAxleOnB=28814891, rearAxleOnB=28815034, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28819347, rearAxleOnA=28819482, frontAxleOnB=28819350, rearAxleOnB=28819485, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28840238, rearAxleOnA=28840380, frontAxleOnB=28840241, rearAxleOnB=28840383, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28843809, rearAxleOnA=28843941, frontAxleOnB=28843812, rearAxleOnB=28843943, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28847605, rearAxleOnA=28847750, frontAxleOnB=28847608, rearAxleOnB=28847753, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28850350, rearAxleOnA=28850541, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28872644, rearAxleOnA=28872772, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28873501, rearAxleOnA=28873634, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28874670, rearAxleOnA=28874800, frontAxleOnB=28874673, rearAxleOnB=28874803, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28883820, rearAxleOnA=28883923, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28887868, rearAxleOnA=28888033, frontAxleOnB=28887871, rearAxleOnB=28888037, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28905487, rearAxleOnA=28905648, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28906800, rearAxleOnA=28906952, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28924719, rearAxleOnA=28924846, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28931548, rearAxleOnA=28931664, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28933643, rearAxleOnA=28933793, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28938977, rearAxleOnA=28939087, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28945924, rearAxleOnA=28946080, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28964153, rearAxleOnA=28964275, frontAxleOnB=28964156, rearAxleOnB=28964277, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28967595, rearAxleOnA=28967735, frontAxleOnB=28967598, rearAxleOnB=28967738, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28989995, rearAxleOnA=28990152, frontAxleOnB=28989999, rearAxleOnB=28990155, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28990816, rearAxleOnA=28990960, frontAxleOnB=28990819, rearAxleOnB=28990963, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28997917, rearAxleOnA=28998073, frontAxleOnB=28997920, rearAxleOnB=28998076, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29001736, rearAxleOnA=29001908, frontAxleOnB=29001740, rearAxleOnB=29001911, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29009504, rearAxleOnA=29009655, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29030851, rearAxleOnA=29030993, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29037217, rearAxleOnA=29037374, frontAxleOnB=29037220, rearAxleOnB=29037377, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29039222, rearAxleOnA=29039343, frontAxleOnB=29039224, rearAxleOnB=29039345, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29039744, rearAxleOnA=29039885, frontAxleOnB=29039746, rearAxleOnB=29039888, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29083834, rearAxleOnA=29083948, frontAxleOnB=29083836, rearAxleOnB=29083951, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29097547, rearAxleOnA=29097674, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29127299, rearAxleOnA=29127426, frontAxleOnB=29127302, rearAxleOnB=29127429, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29128290, rearAxleOnA=29128404, frontAxleOnB=29128292, rearAxleOnB=29128406, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29134034, rearAxleOnA=29134172, frontAxleOnB=29134037, rearAxleOnB=29134175, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29156913, rearAxleOnA=29157054, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29172298, rearAxleOnA=29172477, frontAxleOnB=29172302, rearAxleOnB=29172481, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29178106, rearAxleOnA=29178243, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29192247, rearAxleOnA=29192386, frontAxleOnB=29192250, rearAxleOnB=29192389, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29195892, rearAxleOnA=29196020, frontAxleOnB=29195895, rearAxleOnB=29196023, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29199861, rearAxleOnA=29199989, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29237443, rearAxleOnA=29237565, frontAxleOnB=29237446, rearAxleOnB=29237567, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29250485, rearAxleOnA=29250616, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29262919, rearAxleOnA=29263054, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29263254, rearAxleOnA=29263391, frontAxleOnB=29263257, rearAxleOnB=29263393, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29273705, rearAxleOnA=29273854, frontAxleOnB=29273708, rearAxleOnB=29273857, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29279682, rearAxleOnA=29279834, frontAxleOnB=29279685, rearAxleOnB=29279837, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29281397, rearAxleOnA=29281553, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29283346, rearAxleOnA=29283456, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29289573, rearAxleOnA=29289745, frontAxleOnB=29289576, rearAxleOnB=29289748, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29303431, rearAxleOnA=29303567, frontAxleOnB=29303434, rearAxleOnB=29303570, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29306946, rearAxleOnA=29307064, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29317322, rearAxleOnA=29317452, frontAxleOnB=29317324, rearAxleOnB=29317455, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29345280, rearAxleOnA=29345427, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29358077, rearAxleOnA=29358208, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29360468, rearAxleOnA=29360601, frontAxleOnB=29360471, rearAxleOnB=29360604, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29360804, rearAxleOnA=29360941, frontAxleOnB=29360807, rearAxleOnB=29360944, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29422597, rearAxleOnA=29422706, frontAxleOnB=29422599, rearAxleOnB=29422708, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29426160, rearAxleOnA=29426295, frontAxleOnB=29426162, rearAxleOnB=29426298, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29436319, rearAxleOnA=29436458, frontAxleOnB=29436322, rearAxleOnB=29436461, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29442867, rearAxleOnA=29442991, frontAxleOnB=29442869, rearAxleOnB=29442994, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29456999, rearAxleOnA=29457162, frontAxleOnB=29457003, rearAxleOnB=29457165, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29458281, rearAxleOnA=29458424, frontAxleOnB=29458283, rearAxleOnB=29458426, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29465633, rearAxleOnA=29465799, frontAxleOnB=29465636, rearAxleOnB=29465802, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29506754, rearAxleOnA=29506877, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29510828, rearAxleOnA=29510955, frontAxleOnB=29510830, rearAxleOnB=29510958, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29520578, rearAxleOnA=29520723, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29536042, rearAxleOnA=29536172, frontAxleOnB=29536044, rearAxleOnB=29536175, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29539238, rearAxleOnA=29539357, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29557317, rearAxleOnA=29557456, frontAxleOnB=29557320, rearAxleOnB=29557459, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29576704, rearAxleOnA=29576859, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29580454, rearAxleOnA=29580606, frontAxleOnB=29580457, rearAxleOnB=29580609, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29592980, rearAxleOnA=29593098, frontAxleOnB=29592983, rearAxleOnB=29593100, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29600774, rearAxleOnA=29600945, frontAxleOnB=29600777, rearAxleOnB=29600948, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29607456, rearAxleOnA=29607650, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29618565, rearAxleOnA=29618693, frontAxleOnB=29618568, rearAxleOnB=29618695, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29626861, rearAxleOnA=29627011, frontAxleOnB=29626864, rearAxleOnB=29627013, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29630070, rearAxleOnA=29630191, frontAxleOnB=29630073, rearAxleOnB=29630193, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29633606, rearAxleOnA=29633784, frontAxleOnB=29633609, rearAxleOnB=29633787, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29645166, rearAxleOnA=29645284, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29648408, rearAxleOnA=29648553, frontAxleOnB=29648411, rearAxleOnB=29648556, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29656052, rearAxleOnA=29656219, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29683010, rearAxleOnA=29683174, frontAxleOnB=29683013, rearAxleOnB=29683177, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29683789, rearAxleOnA=29683901, frontAxleOnB=29683792, rearAxleOnB=29683904, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29716034, rearAxleOnA=29716179, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29734492, rearAxleOnA=29734617, frontAxleOnB=29734495, rearAxleOnB=29734619, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29749057, rearAxleOnA=29749208, frontAxleOnB=29749060, rearAxleOnB=29749211, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29755694, rearAxleOnA=29755894, frontAxleOnB=29755698, rearAxleOnB=29755898, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29767749, rearAxleOnA=29767937, frontAxleOnB=29767753, rearAxleOnB=29767941, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29770158, rearAxleOnA=29770310, frontAxleOnB=29770162, rearAxleOnB=29770313, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29783656, rearAxleOnA=29783780, frontAxleOnB=29783659, rearAxleOnB=29783783, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29784909, rearAxleOnA=29785038, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29789312, rearAxleOnA=29789462, frontAxleOnB=29789315, rearAxleOnB=29789466, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29802378, rearAxleOnA=29802538, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29805409, rearAxleOnA=29805548, frontAxleOnB=29805411, rearAxleOnB=29805551, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29808260, rearAxleOnA=29808389, frontAxleOnB=29808262, rearAxleOnB=29808392, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29811734, rearAxleOnA=29811864, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29815400, rearAxleOnA=29815548, frontAxleOnB=29815403, rearAxleOnB=29815551, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29817227, rearAxleOnA=29817404, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29822785, rearAxleOnA=29822925, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29829590, rearAxleOnA=29829702, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29835894, rearAxleOnA=29836031, frontAxleOnB=29835897, rearAxleOnB=29836034, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29841574, rearAxleOnA=29841735, frontAxleOnB=29841578, rearAxleOnB=29841739, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29843914, rearAxleOnA=29844037, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29845651, rearAxleOnA=29845813, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29852893, rearAxleOnA=29853007, frontAxleOnB=29852895, rearAxleOnB=29853009, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29856030, rearAxleOnA=29856158, frontAxleOnB=29856032, rearAxleOnB=29856160, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29870815, rearAxleOnA=29870954, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29872418, rearAxleOnA=29872560, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29881771, rearAxleOnA=29881941, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29887564, rearAxleOnA=29887702, frontAxleOnB=29887567, rearAxleOnB=29887705, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29888844, rearAxleOnA=29888990, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29890920, rearAxleOnA=29891049, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29899916, rearAxleOnA=29900041, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29916418, rearAxleOnA=29916583, frontAxleOnB=29916421, rearAxleOnB=29916586, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29920557, rearAxleOnA=29920680, frontAxleOnB=29920559, rearAxleOnB=29920682, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29956747, rearAxleOnA=29956879, frontAxleOnB=29956750, rearAxleOnB=29956882, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29959321, rearAxleOnA=29959453, frontAxleOnB=29959324, rearAxleOnB=29959455, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29961644, rearAxleOnA=29961773, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29968861, rearAxleOnA=29968983, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29971212, rearAxleOnA=29971366, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29973417, rearAxleOnA=29973569, frontAxleOnB=29973420, rearAxleOnB=29973572, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29981183, rearAxleOnA=29981305, frontAxleOnB=29981186, rearAxleOnB=29981308, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=29987319, rearAxleOnA=29987468, frontAxleOnB=29987322, rearAxleOnB=29987471, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30025175, rearAxleOnA=30025352, frontAxleOnB=30025178, rearAxleOnB=30025356, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30033009, rearAxleOnA=30033134, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30049663, rearAxleOnA=30049806, frontAxleOnB=30049666, rearAxleOnB=30049809, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30051799, rearAxleOnA=30051925, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30062562, rearAxleOnA=30062732, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30071938, rearAxleOnA=30072073, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30081239, rearAxleOnA=30081365, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30125376, rearAxleOnA=30125515, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30125715, rearAxleOnA=30125873, frontAxleOnB=30125718, rearAxleOnB=30125877, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30129460, rearAxleOnA=30129600, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30146245, rearAxleOnA=30146449, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30151463, rearAxleOnA=30151595, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30161193, rearAxleOnA=30161339, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30163036, rearAxleOnA=30163152, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30181509, rearAxleOnA=30181638, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30188475, rearAxleOnA=30188604, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30188812, rearAxleOnA=30188955, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30198257, rearAxleOnA=30198410, frontAxleOnB=30198260, rearAxleOnB=30198413, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30199025, rearAxleOnA=30199163, frontAxleOnB=30199028, rearAxleOnB=30199166, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30225920, rearAxleOnA=30226094, frontAxleOnB=30225924, rearAxleOnB=30226097, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30228082, rearAxleOnA=30228245, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30234487, rearAxleOnA=30234635, frontAxleOnB=30234490, rearAxleOnB=30234638, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30245360, rearAxleOnA=30245484, frontAxleOnB=30245363, rearAxleOnB=30245487, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30258897, rearAxleOnA=30259032, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30262528, rearAxleOnA=30262670, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30273763, rearAxleOnA=30273907, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30275726, rearAxleOnA=30275870, frontAxleOnB=30275729, rearAxleOnB=30275873, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30277727, rearAxleOnA=30277894, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30279507, rearAxleOnA=30279694, frontAxleOnB=30279511, rearAxleOnB=30279697, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30281161, rearAxleOnA=30281323, frontAxleOnB=30281164, rearAxleOnB=30281326, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30292664, rearAxleOnA=30292827, frontAxleOnB=30292667, rearAxleOnB=30292830, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30297329, rearAxleOnA=30297468, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30297838, rearAxleOnA=30297965, frontAxleOnB=30297840, rearAxleOnB=30297967, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30308219, rearAxleOnA=30308351, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30310267, rearAxleOnA=30310411, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30318222, rearAxleOnA=30318347, frontAxleOnB=30318225, rearAxleOnB=30318349, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30336507, rearAxleOnA=30336631, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30342596, rearAxleOnA=30342748, frontAxleOnB=30342599, rearAxleOnB=30342751, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30344746, rearAxleOnA=30344839, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30354851, rearAxleOnA=30354973, frontAxleOnB=30354853, rearAxleOnB=30354976, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30362044, rearAxleOnA=30362194, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30363374, rearAxleOnA=30363508, frontAxleOnB=30363376, rearAxleOnB=30363511, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=30374186, rearAxleOnA=30374316, frontAxleOnB=30374189, rearAxleOnB=30374318, direction=SOUTH_BOUND, day=THREE]
